content,rating,sistem,layanan,transaksi,pendaftaran subsidi,kebermanfaatan
"Wahh bener2 bermanfaat banget aplikasi Pertamina jadi semakin mudah, apalagi bisa delivery service jd gak harus repot-repot keluar, layanan nya bagus banyak promo jadi semakin seru",5,0,1,0,0,1
"aplikasi mypertamina ini keren banget, dengan adanya digital payment jadi lebih praktis dalam pembayaran. udah gaperlu bawa uang cash deh. terus selama make aplikasinya juga ga ada masalah, keren banget deh pokoknya ⭐⭐⭐⭐⭐",5,1,0,1,0,0
"Aplikasi ini sangat membantu banget buat lihat history berapa liter nya BBM kita. Lancar aja sii gaada problem terus juga dari fitur2 nya lengkap ada game nya juga yg bisa buat ga bosen gt, adalagi yang bisa dimanfaatkan dr apk ini adalah bisa bayar menggunakan apa aja",5,1,0,1,0,1
"penerapanya belum maksimal di gorontalo, hampir semua SPBU yg suport link aja selalu tidak bisa di gunakan. Alasanya gangguan server. Terus juga semua petugasnya di training untuk bisa mengoperasikan sistem ini. Makasih",5,-1,0,0,0,0
"UI aplikasinya jelas dan gampang dipahami. Ada opsi cashless jadi memudahkan orang yang ngga mau ribet. Oiya, ada fitur biar tau user udah beli bensin berapa jadi bisa track pengeluaran juga",5,1,0,1,0,0
"Dengan adanya aplikasi ini masyarakat semakin terbantu, dengan sistem pembayaran yang lebih simple dan semakin cepat, dan dengan adanya aplikasi ini saya sangat termotivasi dan semangat bangun pagi untuk bekerja, tpi sangat disayangkan , tolong untuk di setiap Pom di sediakan WIFI karena kartu saya tidak ada sinyal, ditambah dengan adanya warung kopi di sebelah Pom bensin guna apabila masyarakat yang kelelahan menunggu antrian , bisa sambil pesen kopi dan WIFI an tentunya, Terimakasih",5,1,0,1,0,1
"Sudah merasakan kemudahan transaksi dan juga bonus cash back tiap beli Pertamax Series, plus gift tukar poin yg menarik :D Kembangkan terus apps nya ya dg lebih banyak lagi kemudahan, gift n cash back :)) MyPertamina👍mantap jiwa👍",5,0,0,1,0,0
"Wah mantep bangett aplikasinya.. Merasa terbantu banget dengan adanya aplikasi ini, jadi ga perlu khawatir kalo lupa bawa dompet karena bisa bayar pake e-wallet. Aplikasinya juga gampang banget cara pengguannya, terlebih membantu konsumen dan petugas untuk masalah pembayaran dan uang kembalian yang recehan. Makasih MyPertamina..",5,1,0,1,0,1
"Oke, cukup membantu yaa jika mau tau spbu terdekat dimana, tapi kadang suka ilang ilangan gitu, tolong lebih ditingkatkan lagi yaa. Semangat!",5,0,0,0,0,1
"pelayanannya bagus, fitur juga lengkap sukses trus pertamina",5,1,1,0,0,0
"Untuk type orang seperti saya yg cashless, aplikasi ini sangat membantu saya ketika saya ga ada uang cash tapi mau isi bensin dan juga di aplikasi ini banyak promo serta eventnya, bisa kumpulin poin juga yg bisa ditukarkan dengan hadiah menarik.",5,0,0,1,0,1
"Dengan adanya my pertamina lebih memudahkan pembayaran dengan digital payment terlebih di era sekarang banyak sekali pembayaran melalu e-payment. Tidak repot mengeluarkan dompet, pembayaran bisa mengeluarkan handphone dan tinggal mengklik denga berbagai payment tersedia. Terimakasih my pertamina.",5,0,0,1,0,0
"Bagus, berjalan dengan lancar setelah saya upgrade hp saya.. Pastikan HP sudah menggunakan Android 7 ke atas. Sudah sejak sebelum pandemi saya pakai aplikasi ini, apalagi saat pandemi, sangat membantu untuk transaksi tanpa bersentuhan dengan uang maupun mesin edc.",5,1,0,1,0,0
daftar subsidi cepat baru berapa hari email sudah terverif,5,0,0,0,1,0
"Woah aplikasinya bagus dan super membantu sekali! ❤ Karena ada aplikasi ini saya bisa mendapatkan poin dengan hanya mengisi bensin. Pembarayan yang dilakukan lebih mudah dan praktis, ayo download aplikasi ini sekarang!",5,1,0,1,0,1
"Thank youu pertamina, bermanfaat banget aplikasinya. Mempermudah buat aku cari outlet pertamina terdekat dan juga banyak event dan promo. Sukses terus ya!",5,1,0,0,0,1
"kl dilihat tentang pengalaman memang kita belum pernah,tapi ini event yg sangat luar biasa membuat masyarakaet menurun kebawah bisa ikutan bahkan bisa memenangkan event ini jadi kita jangan lewatkan kesempatan ini,ayo wujudkan impian !!!",5,0,0,0,0,0
"Sangat mudah digunakan, buat kalian yang tidak ingin ribet ngeluarin dompet dari saku, bisa banget pake aplikasi ini, tinggal klik beres, apalagi pada kondisi pandemi gini, cus download",5,1,0,1,0,1
"Kalau buat aplikasi harusnya di trial error dulu ,nah ini uang elektroniknya cmn tersedia link aja yang rawan bug, coba di tingkatkan lagi kerjasamanya ke vendor seperti ovo,dana,gopay dan sopipay pasti lebih jos.",5,-1,0,0,0,0
"Daftar dan log in tidak ada kendala. Pembayaran Pertamax dengan LinkAja selalu berhasil. Mungkin diperbaiki saja untuk log in , karena kalau lama tidak buka apps harus log in manual lagi, tidak otomatis tersimpan.",5,1,0,0,1,0
fiturnya bagus dan lengkap. Sistem pembayaran memudahkan bertransaksi,5,1,0,1,0,0
"Aplikasi ini sangat membantu sekali ketika mencari lokasi SPBU terdekat, Dan Bisa membayar tanpa uang Cash.. Sangat memudahkan sekali 👍",5,0,0,1,0,1
DIKIRA saya saja yang gak bisa upload...... ternyata banyak juga gak bisa upload gimana ni.. ..... program energi berkahnya diteruskan atau dihentikan saja percuma minta struk bbm kalo tidak bisa upload juga...,5,-1,0,-1,0,0
Aplikasi mmay Pertamina sangat bagus dan sangat membantu sekali jika kita berpergian jauh dan kehabisan bensin bisa cek lokasi SPBU terdekat jadi lebih praktis gk kebingungan lagi,5,1,0,0,0,1
Setelah pembaruan malah gak bisa upload padahal data udah cocok tapi malah gak bisa dngn keterangan gk ada sambungan internet kan aneh...?!?!!?,5,-1,0,0,0,0
"Alhamdulilah dengan pakai pertamax sepeda motorku lebih halus mesinnya dan tarikannya makin terasa, di gas sedikit sudah langsung wusssh..dan so pasti lebih irit..",5,0,0,0,0,0
"Saya sudah memakai my pertamina stabil dan lancar. Karna tergantung dengan provider kartu perdana masing"" dan hpnya support atau tidak dalam pembacaan kode qr. Setiap wilayah SPBU pasti akan ada jaringan internet stabil atau tidak seperti Telkomsel, XL, Indosat, 3 ataupun Smartfreen",5,1,0,0,0,0
Program subsidi bbm solar,5,0,0,0,0,0
"Aplikasinya sgt membantu. Kecepatan pembayaran udah ada peningkatan. Tp sekarang jadi sedikit lambat, mungkin karena banyak yg baru ikut pakai jadinya lambat.",5,0,0,1,0,1
"Aplikasinya sangat bermanfaat, pembayarannya juga dilakukan tanpa uang cas, jadi sangat mudah sekali saat beli bensi. Makasih My Pertamina",5,0,0,0,0,1
Meski Belum di coba...smoga lebih baik,5,0,0,0,0,0
Pendaftaran nya masih sulit,5,0,0,0,-1,0
"Semenjak ada aplikasi my pertamina saya merasa sangat terbantu, aplikasi ini bisa melacak tempat spbu terdekat. Jadi ketika saya berpergian saya tidak perlu bingung lagi ketika saya akan membeli bahan bakar untuk kendaraan saya. Apalgi pembayarannya dilakukan tanpa uang Cash, lebih memudahkan bagi saya yang sering lupa membawa uang Cash. Apalagi tidak semua tempat SPBU ada ATM nya. Buat kalian semua wajib download aplikasi My pertamina.",5,1,0,1,0,1
Bermanfaat banget nih bermanfaat banyak promo isi bensin di seluruh cabang pertamina dan banyak kerjasama sama link aja. Jadi hemat banget. Rekomendasi pokoknya deh! Wajib punya!,5,0,0,0,0,1
"Aplikasi bagus, membantu tapi tolong SDM nya di ajarkan agar bisa mendukung aplikasi ini, jangan hanya yang bermobil aja yg ditawarkan cashless, pengendara roda 2 juga ditawarkan hanya karna nominal 10-20 rb. Sama aja padahal durasi waktunya",5,1,0,0,0,0
"Aplikasi Keren, suka.. Gak rugi deh download aplikasi MyPertamina, beli bensin bayarnya pake saldo di aplikasi ini donk.. lumayan bisa dapat point yang bisa ditukar dengan berbagai macam rewards melalui aplikasi MyPertamina ini 👍👍👍",5,1,0,1,0,0
"Keren nih aplikasinya, apalagi sekarang mulai tambah banyak promonya.. cuma sedikit lebih dioptimalkan saja dari segi koneksinya biar tambah lancar... sukses slalu",5,1,0,1,0,0
"sudah di download, begitu di buka ada tulisan maaf jaringan anda terdeteksi tidak aman. trus bagaimana solusinya. update; setelah menghubungi call center kami sudah bisa upload. trims",5,-1,1,0,0,0
Kenapa di scan..jaringan proses..gagal di back .jadi habis barcode scan.bahwa belum di guna.tunggu besok lagi..tolong admin permudah donk cara scan barcode struk isi bensinya.terima kasih.,5,-1,0,0,0,0
"Aplikasinya sangat bagus, interface nya sangat user friendly dan mudah untuk digunakan. Aplikasi jg tidak lemot",5,1,0,0,0,1
pendaftaran subsidi bbm sangat mudah,5,0,0,0,1,0
Aplikasi ini memudahkan kita untuk melakukan pembayaran via cashless. Tinggal scan bisa langsung bayar. Lebih cepat juga antriannya. Biasanya kalo bayar pake cash tu lama banget mbak mbaknya cari kembalian. Kalo pake aplikasi kan satset selesai. Pokoknya baguslah aplikasinya gampang juga penggunaannya,5,1,0,1,0,0
"Saya sudah dari bln juni menggunakan Aplikasi My Pertamina, Alhamdulillah selalu lancar dalam penggunaannya karena saya mengisi BBM di SPBU Pertamina Kode 31, dan selalu dapat Cash Back 20.ribu setiap isi Pertamax selain dapat Cash Back juga mendapat Poin yg dapat ditukar dengan berbagai voucher, Alhamdulillah 15.ribu poin bisa di tukar dgn E-Voucher Patra Bali Resort & Villa, insyAllah Desember mau di pake buat liburan dgn keluarga.. smoga lancar nanti penukaran voucher di Hotel Patra Bali :)",5,1,0,1,0,0
"Mudah mudahan bisa membantu,dan memudahkan konsumen",5,0,0,0,0,1
"Aplikasi my Pertamina ini bangus banget. Aku coba daftar, trus pendaftarannya mudah banget dan penggunaannya juga mudah. Jadi ga ribet lagi deh. Membantu banget pokoknya . Semoga kedepannya aplikasi my Pertamina bisa tambah bagus lagi. Mantab",5,1,0,0,1,0
"Bestead banget ini aplikasi. Pas buat di pake di musim pandemi begini. Anti ribet, efektif dan prioritas 5M karena cashless.Bisa buat pengingat buat aku yg pelupa dan suka pergi buru-buru.",5,1,0,0,0,0
Sangat membantu ojol. Setiap hari saya isi pertalite menggunakan mypertamina dan mendapatkan cashback 50%. Mudah2an program nya di perpanjang. Terimakasih pertamina. nb. Masih ada beberapa kendala teknis di lapangan kadang mypertamina tidak dapat digunakan.,5,0,0,1,0,1
"Ternyata pakai aplikasi ini memudahkan ya, bisa liat histori kita dan bisa tuker poin juga dong. Top up juga mudah dan bisa langsung direct ke debit card kita juga. Memang sih ada beberapa kendala disana-sini semoga kedepannya jadi lebih bagus ya min, semangat.",5,0,0,1,0,1
"Aplikasi ini sangat cocok dengan saya yang menyukai cashless, simple, dan mudah dipahami fiturnya, banyak promo dan voucher jadi semangat isi bbm pake My Pertamina dapet banyak poin bisa ditukar dengan undian hadiah juga, memudahkan banget di jaman sekarang ini yang serba digital ga perlu ribet lagi tinggal scan dan bayar pake LinkAja, keren😍👍",5,1,0,1,0,1
"Tingkatkan dulu SDM nya, agar aplikasi berjalan dengan normal dan lancar. Saya suka Aplikasi My Pertamina. Tapi Aplikasi My Pertamina masih suka Nge Crash.",5,0,0,0,0,0
upload ktp tidak bisa selalu gagal cmana mau daftar subsidi gini??,5,0,0,0,-1,0
"daftar subsidi nya mudah banget, lebih mudah daftar dari webnya si daripd di hp",5,0,0,0,1,0
"Senengnya semakin di mudahkan dengan hadirnya aplikasi MyPertamina ini, jadi klo apa"" gampang tinggal klik di apk ini, dan terlebih sekarang lg ada promo diskon heheheh 20% untuk penggunanya dan bayar bbm juga mudah dan praktis banget",5,1,0,1,0,1
"Aplikasi yang sangat bagus, fitur dalam melakukan pembayarannya bisa menggunakan link aja yang kita sinkronkan dengan aplikasi my pertamina ini. Kalian harus coba guys.",5,1,0,1,0,0
"secara ide sih sebenarnya agak kurang. Sebaiknya para developer membangun strategi yang lebih pas. Masalahnya menggunakan hp di pom bahaya, banyak orang buta teknologi, Terakhir kendala internet karena belum tentu orang punya kuota internet saat mendadak bensin habis, belum lagi kalau ada problem akan memperpanjang antrean. Tolong masalah-masalah tersebut dijadikan pertimbangan. Metode QRIS tidak cocok diterapkan. Mungkin MyPertamina dalam bentuk kartu debit yg bisa di topup lebih baik.",5,0,0,0,0,0
"Super app yg sangat bagus, serba berwarna-warni menu produknya pertamina, namun kudate (kurang update). Tolong ditambahkan LIST HARGA BBM yg diupdate secara berkala dong agar aplikasi ini berfaedah, dan dinimkmati insang BUMN berAkhlak",5,1,0,0,0,0
"Baru coba aplikasi my pertamina dan well it's very helpfull, bisa nunjukin lokasi SPBU terdekat, pembayaran bisa cashless pake linkaja, trus juga bisa pantau pemakaian bulanan. Good job pertamina, selalu inovatif, maju terus",5,0,0,1,0,1
sistemnya lumayan bagus tingkatkan lagi,5,1,0,0,0,0
saya sudah daftar subsidi tapi verifikasinya lama kali,5,0,0,0,-1,0
Update terbaru malah sering gagal scan. Sehingga kuota scan terbuang percuma. update 08 maret 2019 saya tambahin bintang nya karna sudah banyak perubahan dan lebih baik,5,-1,0,0,0,0
"Aplikasinya bagus, apalagi bisa membantu memudahkan pembayarannya. Ini bisa dibilang efektif untuk metode pembayaran di zaman sekarang ini yang serba digital. Mantap lah pokoknya",5,1,0,1,0,0
berguna dan bermanfaat ni aplikasi gampang bayar bisa cashless soalnya,5,0,0,1,0,1
pendaftaraan cukup gampang dan verifikasi juga cepat,5,0,0,0,1,0
"Sepengetahuan kami aplikasi ini berguna sekali, dan memberikan komunikatif administratif konsideran syariah,tentunya ""tergantung manusianya untuk berpikir positif dan berperilaku positip juga,sehingga bukan untuk suatu negatif*, Hal hal negatif,tergantung manusianya,.. Tentunya rekomendasi PT.Pertamina,TBK sangat baik,Bahkan responsif bilamana terdapat komunikasi seperti dengan email,dll. Mengingat pertumbuhan perkembangan ruang dan waktu yang menjadikan manusia berperilaku,tentunya *kedewasaan.",5,0,1,0,0,1
"Belum bisa dipake, belum pernah menemukan SPBU yang Nerima pembayaran melalui my Pertamina",5,-1,0,0,0,0
Aplikasi sangat membantu kami untuk mempermudah pembayaran digital terima kasih pertamina jadi saat lupa bawa uang kita cukup bawa hp aja sudah bisa melakukan pembayaran👍,5,0,0,1,0,1
Payahh...baru daftar aja sudah tidak bisa masuk k alamat tidak ada koneksi padahal jaringan sya 4G super ngebut tolong dong d perbaiki lagi biar mantap aplikasinya klo sudah bagus&mantap sya tambahin lagi bintang ny,5,-1,0,0,1,0
"Saya meng-apresiasi kan bahwasanya pelayanan My-pertamina sangatlah begitu baik khusus nya buat saya. Di karenakan apa, 1 bisa berhemat ketika saya ingin berlangganan membeli bahan bakar ke-2 saudara saya yg tadi nya beli tabung 3 kilo-an sekarang sudah membeli tabung yg ber-ukuran besar berwarna biru. Oleh karena itu pertamina sangat lah penting di butuhkan seluruh rakyat Indonesia baik di posisi menengah makro& non mikro. Jika ada kebijakan lain, mohn kiranya saya di kabari. Dan ucp kn'trim's",5,0,1,0,0,0
"Buat bapak2 yg terhormat, operator SPBU bukannya tidak mau melayani pembayaran pakai my pertamina. Namun terkadang yg seharusnya kita sudah ngisi 2-3 kendaraan ini baru selesai satu, jadi kadang membuat antrian panjang dan itu juga jadi keluhan. Apapun dikeluhkan oleh konsumen",5,0,-1,0,0,0
"Aku tadinya sempet bingung, tapi sekarang udah bisa daftar. Makasih pertamina (sebelumnya kadang aku pernah sampai lupa harga berapa per liternya) 😅 🤭",5,0,0,0,1,0
"Awalny diksih tau temen buat download app ini katanya lebih enak, nggak ribet, kalo nggak bawa cash jadi gampang. Tapi emang jadi seenak itu si asli, Karna saya kan tipe tipe yang jarang bawa cash, jadi kalo bensin abis gaperlu bingung lagi, lngsung bisa ngisi bayar pkek app ini.",5,0,0,1,0,0
dear admin verifikasi pendaftaraan saya lama sekali ya??,5,0,0,0,1,0
Mantap aplikasinya,5,1,0,0,0,0
"Good sih, dulu sering lambat kerja karna sering antri panjang, untuk di daerah ku sendiri ketika yang lain pada ngantir panjang isi bbm tanpa aplikasi smpai berjam"". Ketika pake aplikasi/non tunai jdi mudah krna yg isi pake non tunai sepi 😁",5,0,0,1,0,0
Aplikasi nya Bagus Tapi Setiap Saya isi Bahan Bakar dengan My Pertamina Tidak Pernah dapat Poin. Seharus nya Tertera di Notifikasi Bar nya. Tolong Di Perbaiki Pelayanan nya. Terimakasih.,5,1,0,-1,0,0
mudah praktis . MANtap,5,0,0,0,0,1
"Aplikasinya gampang koq.. interfacenya userfriendly , pemakaian lancar saja , untuk kedepannya mungkin bisa ditambahkan pembayaran e wallet selain link aja.",5,1,0,0,0,0
... mohon maaf... kog ga bisa isi struk bbm nya? apa lagi error sistem nya? sejak semalam tgl 6 maret hingga pagi tgl 7 maret tidak bisa upload struk bbm nya.. mohon penjelasan...,5,-1,0,-1,0,0
"Maaf ada yang ingin saya sampaikan kepada developer mypertamina, untuk tampilan luar dan dalam aplikasinya sebenarnya sudah sangat bagus akan tetapi saat saya akan mengisi saldo ternyata pilihan metode pembayaran yang tersedia hanya ada 2 pilihan saja. Saran saya untuk developer aplikasi mypertamina adalah dimohon untuk menambah pilihan metode pembayaran pada aplikasi mypertamina karena akan sangat membantu jika tersedia pilihan metode pembayaran yang banyak. Terimakasih 🙏👍",5,1,0,0,0,0
"Aku sering banget pake motor untuk banyak kegiatan atau COD barang jualan,dan aplikasi my pertamina ini membantu dan membuat perjalanan semakin nyaman ^^ pelayanannya pun baik ^^",5,0,1,0,0,1
"masih bnyk bug nya,dan lelet. ayo tim dev nya kembangin nih apk. kalo bisa jng diwajibkan beli bbm di aplikasi di semua spbu. ckup kota besar saja, jng di daerah2. jng di paksa juga ke barcode. nanti malah ribet dan merepotkan. kasian yg sudah tua,seperti orang tua saya. dan teruslah berbenah pertamina mjd lebih baik.",5,-1,0,0,0,0
